pwsid,enforcement_actions_36m,formal_actions_60m,informal_actions_60m,penalty_count_60m,recent_enforcement_flag,days_since_last_enforcement,enforcement_risk_component
OH0336212,0,0,0,0,False,10615.0,0
OH0336312,0,0,0,0,False,4442.0,0
OH0336412,0,0,0,0,False,9062.0,0
OH0336512,0,0,0,0,False,8919.0,0
OH0336612,0,0,0,0,False,3154.0,0
OH0336712,0,0,0,0,False,,0
OH0336812,0,0,0,0,False,,0
OH0336912,4,0,3,0,True,730.0,57
OH0337012,4,0,3,0,True,730.0,57
OH0337112,0,0,0,0,False,10680.0,0
OH0337212,0,0,0,0,False,,0
OH0337312,0,0,0,0,False,5591.0,0
OH0337412,0,0,0,0,False,2014.0,0
OH0337512,0,0,0,0,False,,0
OH0337612,0,0,0,0,False,,0
OH0337712,0,0,0,0,False,10812.0,0
OH0337812,0,0,0,0,False,,0
OH0337912,0,0,0,0,False,,0
OH0338012,0,0,0,0,False,,0
OH0338122,0,0,0,0,False,10908.0,0
OH0338212,0,0,0,0,False,4903.0,0
OH0338312,0,0,0,0,False,,0
OH0338412,8,0,7,0,True,367.0,100
OH0338512,0,0,0,0,False,7002.0,0
OH0338612,0,0,0,0,False,3193.0,0
OH0338712,0,0,0,0,False,7907.0,0
OH0338812,0,0,0,0,False,,0
OH0338911,0,0,0,0,False,,0
OH0339012,0,0,0,0,False,7002.0,0
OH0339112,0,0,0,0,False,,0
OH0339212,0,0,0,0,False,,0
OH0339312,0,0,0,0,False,,0
OH0339412,0,0,0,0,False,,0
OH0339512,4,0,6,0,True,766.0,72
OH0339612,0,0,0,0,False,,0
OH0339712,0,0,0,0,False,1912.0,0
OH0339812,0,0,0,0,False,,0
OH0339912,0,0,0,0,False,10805.0,0
OH0340012,0,0,0,0,False,15251.0,0
OH0340112,0,0,0,0,False,,0
OH0340212,0,0,0,0,False,,0
OH0340312,0,0,0,0,False,2376.0,0
OH0340512,0,0,0,0,False,7002.0,0
OH0340612,0,0,0,0,False,,0
OH0340712,0,0,0,0,False,4964.0,0
OH0340812,0,0,0,0,False,10182.0,0
OH0340912,0,0,0,0,False,7002.0,0
OH0341012,0,0,0,0,False,7002.0,0
OH0341112,0,0,0,0,False,7002.0,0
OH0341212,0,0,0,0,False,6106.0,0
OH0341312,0,0,0,0,False,,0
OH0341412,0,0,0,0,False,,0
OH0341512,0,0,0,0,False,10823.0,0
OH0341612,0,0,0,0,False,10673.0,0
OH0341712,0,0,0,0,False,,0
OH0341812,0,0,0,0,False,3921.0,0
OH0341912,0,0,0,0,False,,0
OH0342012,0,0,0,0,False,5562.0,0
OH0342112,0,0,0,0,False,,0
OH0342212,0,0,0,0,False,5155.0,0
OH0342312,0,0,0,0,False,14431.0,0
OH0342412,0,0,0,0,False,13003.0,0
OH0342512,0,0,0,0,False,,0
OH0342612,0,0,0,0,False,,0
OH0342712,0,0,0,0,False,,0
OH0342812,10,2,9,0,True,619.0,100
OH0342912,0,0,0,0,False,13128.0,0
OH0343012,0,0,0,0,False,,0
OH0343112,0,0,0,0,False,2770.0,0
OH0343212,0,0,0,0,False,11187.0,0
OH0343312,0,0,0,0,False,11187.0,0
OH0343412,0,0,0,0,False,11349.0,0
OH0343512,0,0,0,0,False,7002.0,0
OH0343612,0,0,0,0,False,4827.0,0
OH0343708,0,0,0,0,False,,0
OH0343812,0,0,0,0,False,13296.0,0
OH0343912,0,0,0,0,False,,0
OH0344012,0,0,0,0,False,11092.0,0
OH0344112,0,0,0,0,False,,0
OH0344113,0,0,0,0,False,,0
OH0344312,8,0,6,0,True,355.0,100
OH0344412,0,0,0,0,False,8633.0,0
OH0344512,0,0,0,0,False,,0
OH0344612,0,0,0,0,False,3329.0,0
OH0344712,0,0,0,0,False,,0
OH0344812,0,0,0,0,False,,0
OH0344912,0,0,0,0,False,9091.0,0
OH0345012,0,0,0,0,False,,0
OH0345112,0,0,0,0,False,7002.0,0
OH0345212,0,0,0,0,False,,0
OH0345312,0,0,0,0,False,3329.0,0
OH0345412,0,0,0,0,False,1929.0,0
OH0345512,4,0,7,0,True,241.0,77
OH0345612,0,0,0,0,False,7002.0,0
OH0345712,0,0,0,0,False,,0
OH0345912,0,1,3,0,False,1619.0,31
OH0346012,0,0,0,0,False,,0
OH0346112,0,0,0,0,False,4517.0,0
OH0346114,0,0,0,0,False,,0
OH0346115,0,0,0,0,False,,0
OH0346116,0,0,0,0,False,1936.0,0
OH0346117,0,0,0,0,False,,0
OH0346118,0,0,3,0,False,1403.0,15
OH0346119,4,0,3,0,True,263.0,57
OH0346120,0,0,0,0,False,,0
OH0346121,19,1,13,0,True,598.0,100
OH0400012,2,0,4,0,True,185.0,46
OH0400112,0,0,0,0,False,6497.0,0
OH0400212,3,0,3,0,True,723.0,49
OH0400312,0,0,0,0,False,10266.0,0
OH0400314,0,0,0,0,False,14192.0,0
OH0400411,2,0,5,0,True,242.0,51
OH0400512,13,1,19,0,True,227.0,100
OH0400611,8,0,6,0,True,242.0,100
OH0400711,1,0,1,0,True,891.0,23
OH0400803,2,0,2,0,True,227.0,36
OH0400811,0,0,0,0,False,13386.0,0
OH0400911,0,0,0,0,False,,0
OH0401012,0,0,0,0,False,2083.0,0
OH0401111,30,0,32,0,True,303.0,100
OH0401212,0,0,0,0,False,6469.0,0
OH0401312,0,0,0,0,False,6354.0,0
OH0401412,0,0,0,0,False,10496.0,0
OH0401512,0,0,0,0,False,4981.0,0
OH0401712,3,0,3,0,True,242.0,49
OH0401812,0,0,0,0,False,,0
OH0430012,0,0,0,0,False,4147.0,0
OH0430112,0,0,0,0,False,,0
OH0430212,0,0,0,0,False,,0
OH0430312,0,0,0,0,False,10497.0,0
OH0430412,0,0,0,0,False,,0
OH0430512,0,0,0,0,False,,0
OH0430612,0,0,0,0,False,,0
OH0430712,11,0,11,0,True,362.0,100
OH0430812,0,0,0,0,False,,0
OH0430912,0,0,0,0,False,,0
OH0431012,0,0,0,0,False,,0
OH0431112,0,0,0,0,False,,0
OH0431212,0,0,0,0,False,8496.0,0
OH0431312,0,0,0,0,False,,0
OH0431412,0,0,0,0,False,,0
OH0431512,0,0,0,0,False,,0
OH0431612,0,0,0,0,False,1849.0,0
OH0431712,0,0,0,0,False,1999.0,0
OH0431812,0,0,0,0,False,1849.0,0
OH0431912,0,0,0,0,False,,0
OH0432012,0,0,0,0,False,1999.0,0
OH0432013,0,0,0,0,False,,0
OH0432112,0,0,0,0,False,,0
OH0432212,0,0,0,0,False,1849.0,0
OH0432312,0,0,0,0,False,1849.0,0
OH0432412,0,0,0,0,False,1849.0,0
OH0432512,0,0,0,0,False,,0
OH0432612,0,0,0,0,False,,0
OH0432712,0,0,0,0,False,10217.0,0
OH0432812,0,0,0,0,False,,0
OH0432912,0,0,0,0,False,1849.0,0
OH0433012,0,0,0,0,False,,0
OH0433112,0,0,0,0,False,,0
OH0433212,0,0,0,0,False,,0
OH0433312,0,0,0,0,False,9546.0,0
OH0433412,4,0,3,0,True,946.0,57
OH0433422,0,0,0,0,False,7002.0,0
OH0433512,0,0,0,0,False,,0
OH0433612,0,0,0,0,False,3391.0,0
OH0433712,0,0,0,0,False,6905.0,0
OH0433819,0,0,0,0,False,,0
OH0433912,0,0,0,0,False,,0
OH0434012,0,0,0,0,False,,0
OH0434112,0,0,0,0,False,10701.0,0
OH0434212,0,0,0,0,False,10897.0,0
OH0434312,0,0,0,0,False,,0
OH0434412,4,0,6,0,True,414.0,72
OH0434512,0,0,0,0,False,10510.0,0
OH0434612,0,0,0,0,False,,0
OH0434712,8,1,8,0,True,536.0,100
OH0434812,0,0,0,0,False,,0
OH0434912,0,0,0,0,False,,0
OH0435012,0,0,0,0,False,6828.0,0
OH0435112,0,0,0,0,False,,0
OH0435212,0,0,0,0,False,,0
OH0435312,0,0,0,0,False,,0
OH0435412,0,0,1,0,False,1513.0,5
OH0435512,0,0,1,0,False,1513.0,5
OH0435612,0,0,0,0,False,,0
OH0435712,0,0,0,0,False,10041.0,0
OH0435812,0,0,0,0,False,9104.0,0
OH0435912,0,0,0,0,False,4981.0,0
OH0436012,0,0,0,0,False,10602.0,0
OH0436112,0,0,0,0,False,,0
OH0436212,2,0,4,0,True,572.0,46
OH0436312,0,0,0,0,False,,0
OH0436412,3,0,2,0,True,184.0,44
OH0436512,0,0,0,0,False,10561.0,0
OH0436612,0,0,0,0,False,10561.0,0
OH0436712,0,0,0,0,False,2097.0,0
OH0436812,0,0,0,0,False,,0
OH0436912,0,0,0,0,False,,0
OH0437012,0,0,0,0,False,,0
OH0437112,10,2,5,0,True,787.0,100
OH0437212,0,0,0,0,False,10567.0,0
OH0437312,0,0,0,0,False,,0
OH0437412,0,0,0,0,False,,0
