pwsid,total_violations_12m,total_violations_36m,total_violations_60m,health_based_violations_36m,monitoring_reporting_violations_36m,repeat_violation_count_60m,max_violation_severity,days_since_last_violation,returned_to_compliance_flag,open_violation_flag,violation_trend_direction,compliance_risk_component
OH0100012,0,0,0,0,0,0,0.0,2912.0,False,False,stable_or_none,0.0
OH0100112,1,7,9,1,3,4,100.0,214.0,True,True,increasing,100.0
OH0100203,1,1,3,0,0,3,25.0,227.0,False,True,decreasing,43.25
OH0100303,1,1,1,0,0,0,25.0,193.0,False,True,increasing,31.25
OH0100412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0100503,1,3,3,1,2,0,85.0,354.0,True,True,increasing,74.25
OH0100603,0,1,1,0,0,0,25.0,605.0,True,False,increasing,11.25
OH0130012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0130112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0130219,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0130312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0130412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0130512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0130612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0130712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0130812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0130912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0131012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0131118,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0131217,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0131312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0131411,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0131412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0131512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0131612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0131711,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0131812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0131912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0132012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0132112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0132212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0132312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0132411,0,0,0,0,0,0,0.0,11678.0,False,False,stable_or_none,0.0
OH0132512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0132612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0132712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0132812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0132912,0,0,0,0,0,0,0.0,8482.0,False,False,stable_or_none,0.0
OH0133012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0133119,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0133212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0133312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0133412,0,0,0,0,0,0,0.0,5011.0,False,False,stable_or_none,0.0
OH0133512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0133612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0133712,0,0,0,0,0,0,0.0,3824.0,False,False,stable_or_none,0.0
OH0133811,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0133912,0,0,0,0,0,0,0.0,10490.0,False,False,stable_or_none,0.0
OH0134012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0134112,0,0,0,0,0,0,0.0,7476.0,False,False,stable_or_none,0.0
OH0134212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0134312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0134411,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0134412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0134512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0134612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0134708,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0200012,0,0,0,0,0,0,0.0,7295.0,False,False,stable_or_none,0.0
OH0200112,0,0,1,0,0,0,25.0,1816.0,True,False,decreasing,6.25
OH0200212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0200312,0,0,0,0,0,0,0.0,12804.0,False,False,stable_or_none,0.0
OH0200412,1,1,1,0,1,0,35.0,354.0,False,True,increasing,36.75
OH0200503,0,2,2,0,1,0,35.0,671.0,True,True,increasing,41.75
OH0200512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0200612,0,0,0,0,0,0,0.0,14355.0,False,False,stable_or_none,0.0
OH0200712,0,1,1,0,0,0,25.0,550.0,False,True,increasing,31.25
OH0200811,0,1,2,1,0,2,90.0,811.0,True,False,stable_or_none,47.5
OH0200912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0201012,0,0,0,0,0,0,0.0,12896.0,False,False,stable_or_none,0.0
OH0201112,0,1,1,0,1,0,55.0,994.0,True,False,increasing,21.75
OH0201212,0,0,0,0,0,0,0.0,12651.0,False,False,stable_or_none,0.0
OH0201312,0,0,0,0,0,0,0.0,5650.0,False,False,stable_or_none,0.0
OH0201412,0,0,0,0,0,0,0.0,14659.0,False,False,stable_or_none,0.0
OH0201512,0,0,0,0,0,0,0.0,14508.0,False,False,stable_or_none,0.0
OH0201603,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0201612,0,0,0,0,0,0,0.0,14417.0,False,False,stable_or_none,0.0
OH0201712,0,0,0,0,0,0,0.0,12651.0,False,False,stable_or_none,0.0
OH0201812,0,0,0,0,0,0,0.0,12955.0,False,False,stable_or_none,0.0
OH0230012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0230112,0,0,0,0,0,0,0.0,8207.0,False,False,stable_or_none,0.0
OH0230212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0230312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0230412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0230512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0230612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0230712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0230812,0,0,0,0,0,0,0.0,5469.0,False,False,stable_or_none,0.0
OH0230912,0,0,0,0,0,0,0.0,8937.0,False,False,stable_or_none,0.0
OH0231012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0231112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0231212,0,0,0,0,0,0,0.0,7111.0,False,False,stable_or_none,0.0
OH0231312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0231412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0231512,0,0,0,0,0,0,0.0,4464.0,False,False,stable_or_none,0.0
OH0231612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0231712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0231812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0231912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0232012,0,0,0,0,0,0,0.0,4829.0,False,False,stable_or_none,0.0
OH0232112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0232212,0,0,0,0,0,0,0.0,6930.0,False,False,stable_or_none,0.0
OH0232312,0,0,0,0,0,0,0.0,1832.0,False,False,stable_or_none,0.0
OH0232412,0,0,0,0,0,0,0.0,10947.0,False,False,stable_or_none,0.0
OH0232512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0232612,0,0,0,0,0,0,0.0,4738.0,False,False,stable_or_none,0.0
OH0232712,0,0,0,0,0,0,0.0,10947.0,False,False,stable_or_none,0.0
OH0232812,0,0,0,0,0,0,0.0,6746.0,False,False,stable_or_none,0.0
OH0232912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0233012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0233112,0,1,4,0,1,3,55.0,597.0,True,False,decreasing,33.75
OH0233212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0233312,0,1,1,0,1,0,55.0,1086.0,False,False,increasing,21.75
OH0233412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0233512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0233612,0,0,0,0,0,0,0.0,1851.0,False,False,stable_or_none,0.0
OH0233712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0233812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0233912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0234012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0234112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0234212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0234312,0,0,0,0,0,0,0.0,10582.0,False,False,stable_or_none,0.0
OH0234412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0234512,0,0,0,0,0,0,0.0,12774.0,False,False,stable_or_none,0.0
OH0234612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0234712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0234812,0,0,0,0,0,0,0.0,10398.0,False,False,stable_or_none,0.0
OH0234912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0235012,0,0,0,0,0,0,0.0,9029.0,False,False,stable_or_none,0.0
OH0235112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0235212,0,0,0,0,0,0,0.0,6746.0,False,False,stable_or_none,0.0
OH0235312,0,0,0,0,0,0,0.0,8391.0,False,False,stable_or_none,0.0
OH0235412,0,0,1,0,0,0,35.0,1632.0,False,False,decreasing,8.75
OH0235512,0,0,0,0,0,0,0.0,10855.0,False,False,stable_or_none,0.0
OH0235612,0,0,0,0,0,0,0.0,7933.0,False,False,stable_or_none,0.0
OH0235712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0235812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0235912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0236012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0236112,0,0,0,0,0,0,0.0,11038.0,False,False,stable_or_none,0.0
OH0236212,0,0,0,0,0,0,0.0,10947.0,False,False,stable_or_none,0.0
OH0236312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0236412,0,2,4,0,2,2,55.0,696.0,True,False,stable_or_none,37.75
OH0236512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0236612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0236712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0236812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0236912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0237012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0237112,0,0,0,0,0,0,0.0,10673.0,False,False,stable_or_none,0.0
OH0237212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0237312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0237412,0,0,0,0,0,0,0.0,8998.0,False,False,stable_or_none,0.0
OH0237512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0237612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0237712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0237812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0237912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0238012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0238112,0,0,0,0,0,0,0.0,10763.0,False,False,stable_or_none,0.0
OH0238212,0,0,0,0,0,0,0.0,8391.0,False,False,stable_or_none,0.0
OH0238312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0238412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0238512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0238612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0238712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0238812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0238912,0,0,0,0,0,0,0.0,6930.0,False,False,stable_or_none,0.0
OH0239012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0239112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0239212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0239312,0,0,0,0,0,0,0.0,8207.0,False,False,stable_or_none,0.0
OH0239412,0,0,0,0,0,0,0.0,6838.0,False,False,stable_or_none,0.0
OH0239512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0239612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0239712,0,0,0,0,0,0,0.0,12865.0,False,False,stable_or_none,0.0
OH0239812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0239912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0240012,0,0,0,0,0,0,0.0,11038.0,False,False,stable_or_none,0.0
OH0240112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0240212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0240312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0240412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0240512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0240612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0240712,0,0,0,0,0,0,0.0,10217.0,False,False,stable_or_none,0.0
OH0240812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0240912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0241012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0241112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0241212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0241312,0,0,0,0,0,0,0.0,11313.0,False,False,stable_or_none,0.0
OH0241412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0241512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0241612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0241712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0241812,0,0,5,0,0,5,55.0,1328.0,True,False,decreasing,33.75
OH0241912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0242012,0,0,1,0,0,0,25.0,1763.0,False,True,decreasing,26.25
OH0242112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0242212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0242312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0242412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0242512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0242612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0242712,0,1,2,0,0,0,55.0,827.0,True,False,stable_or_none,18.75
OH0242812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0242912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0243012,0,0,3,0,0,3,55.0,1359.0,True,False,decreasing,25.75
OH0243112,0,1,3,0,1,3,55.0,1086.0,True,False,decreasing,33.75
OH0243212,0,0,0,0,0,0,0.0,10947.0,False,False,stable_or_none,0.0
OH0243312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0243412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0243512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0243612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0243712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0243812,0,0,0,0,0,0,0.0,7841.0,False,False,stable_or_none,0.0
OH0243912,0,0,0,0,0,0,0.0,7841.0,False,False,stable_or_none,0.0
OH0244012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0244112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0244212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0244312,0,0,0,0,0,0,0.0,10398.0,False,False,stable_or_none,0.0
OH0244412,0,0,0,0,0,0,0.0,12774.0,False,False,stable_or_none,0.0
OH0244512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0244612,0,0,0,0,0,0,0.0,7841.0,False,False,stable_or_none,0.0
OH0244712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0244812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0244912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0245012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0245112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0245212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0245312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0245412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0245512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0245612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0245712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0245812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0245912,0,0,0,0,0,0,0.0,11129.0,False,False,stable_or_none,0.0
OH0246012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0246112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0246212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0246312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0246412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0246512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0246612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0246712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0246812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0246912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0247012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0247112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0247212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0247312,0,0,0,0,0,0,0.0,12955.0,False,False,stable_or_none,0.0
OH0247412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0247512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0247612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0247712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0247812,0,0,0,0,0,0,0.0,7751.0,False,False,stable_or_none,0.0
OH0247912,0,0,0,0,0,0,0.0,7751.0,False,False,stable_or_none,0.0
OH0248012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0248112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0248212,0,0,0,0,0,0,0.0,5064.0,False,False,stable_or_none,0.0
OH0248312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0248412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0248512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0248612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0248712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0248812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0248912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0249012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0249112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0249212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0249312,0,0,0,0,0,0,0.0,10855.0,False,False,stable_or_none,0.0
OH0249412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0249512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0249612,0,0,0,0,0,0,0.0,10582.0,False,False,stable_or_none,0.0
OH0249712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0249812,0,0,0,0,0,0,0.0,5377.0,False,False,stable_or_none,0.0
OH0249912,0,0,0,0,0,0,0.0,10308.0,False,False,stable_or_none,0.0
OH0250012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0250112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0250212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0250312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0250412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0250512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0250612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0250712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0250812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0250912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0251012,0,0,0,0,0,0,0.0,11769.0,False,False,stable_or_none,0.0
OH0251112,0,0,0,0,0,0,0.0,8391.0,False,False,stable_or_none,0.0
OH0251212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0251312,0,0,0,0,0,0,0.0,5619.0,False,False,stable_or_none,0.0
OH0251422,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0251512,0,0,0,0,0,0,0.0,10947.0,False,False,stable_or_none,0.0
OH0251612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0251712,0,0,0,0,0,0,0.0,7021.0,False,False,stable_or_none,0.0
OH0251812,0,0,0,0,0,0,0.0,11129.0,False,False,stable_or_none,0.0
OH0251912,0,1,3,0,1,2,55.0,902.0,True,True,decreasing,49.75
OH0252012,0,0,0,0,0,0,0.0,10308.0,False,False,stable_or_none,0.0
OH0252112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0252212,0,1,1,0,1,0,55.0,385.0,True,False,increasing,21.75
OH0252312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0252412,0,0,0,0,0,0,0.0,8025.0,False,False,stable_or_none,0.0
OH0252512,0,0,0,0,0,0,0.0,11129.0,False,False,stable_or_none,0.0
OH0252612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0252712,0,0,0,0,0,0,0.0,12774.0,False,False,stable_or_none,0.0
OH0252812,0,0,0,0,0,0,0.0,7021.0,False,False,stable_or_none,0.0
OH0252912,0,0,0,0,0,0,0.0,4281.0,False,False,stable_or_none,0.0
OH0253012,0,0,0,0,0,0,0.0,10763.0,False,False,stable_or_none,0.0
OH0253112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0253212,0,0,0,0,0,0,0.0,10217.0,False,False,stable_or_none,0.0
OH0253312,0,0,0,0,0,0,0.0,10763.0,False,False,stable_or_none,0.0
OH0253412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0253512,0,0,1,0,0,0,25.0,1764.0,False,True,decreasing,26.25
OH0253612,0,0,0,0,0,0,0.0,8025.0,False,False,stable_or_none,0.0
OH0253712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0253812,0,0,0,0,0,0,0.0,5011.0,False,False,stable_or_none,0.0
OH0253912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0254012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0254112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0254212,0,0,2,0,0,0,85.0,1632.0,True,False,decreasing,21.25
OH0254312,0,0,0,0,0,0,0.0,6746.0,False,False,stable_or_none,0.0
OH0254412,0,0,0,0,0,0,0.0,6290.0,False,False,stable_or_none,0.0
OH0254512,0,0,0,0,0,0,0.0,6290.0,False,False,stable_or_none,0.0
OH0254612,0,1,5,0,1,5,55.0,1086.0,True,False,decreasing,41.75
OH0254712,0,0,0,0,0,0,0.0,2547.0,False,False,stable_or_none,0.0
OH0254912,1,1,1,0,1,0,55.0,333.0,True,False,increasing,21.75
OH0254913,0,0,0,0,0,0,0.0,4099.0,False,False,stable_or_none,0.0
OH0254914,0,0,1,0,0,0,90.0,1389.0,True,False,decreasing,22.5
OH0254915,0,1,2,0,1,2,55.0,902.0,True,False,stable_or_none,29.75
OH0254916,0,0,0,0,0,0,0.0,2912.0,False,False,stable_or_none,0.0
OH0254917,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0254918,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0254919,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0254920,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0254924,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0300012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0300112,1,1,1,0,1,0,35.0,354.0,False,True,increasing,36.75
OH0300212,0,0,0,0,0,0,0.0,6199.0,False,False,stable_or_none,0.0
OH0300312,0,0,0,0,0,0,0.0,7660.0,False,False,stable_or_none,0.0
OH0300411,0,0,0,0,0,0,0.0,6199.0,False,False,stable_or_none,0.0
OH0300512,1,3,4,0,0,4,25.0,193.0,False,True,increasing,57.25
OH0300612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0300712,0,0,0,0,0,0,0.0,4190.0,False,False,stable_or_none,0.0
OH0300812,0,0,0,0,0,0,0.0,2372.0,False,False,stable_or_none,0.0
OH0300912,0,0,0,0,0,0,0.0,7599.0,False,False,stable_or_none,0.0
OH0301012,0,2,3,1,1,0,85.0,612.0,True,False,increasing,46.25
OH0301112,0,2,4,0,2,2,55.0,536.0,False,True,stable_or_none,57.75
OH0301212,1,2,4,0,1,3,35.0,354.0,True,True,stable_or_none,53.75
OH0301312,0,2,2,0,1,0,55.0,1011.0,True,True,increasing,46.75
OH0301412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH0301512,0,0,0,0,0,0,0.0,2755.0,False,False,stable_or_none,0.0
OH0330012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
