pwsid,total_violations_12m,total_violations_36m,total_violations_60m,health_based_violations_36m,monitoring_reporting_violations_36m,repeat_violation_count_60m,max_violation_severity,days_since_last_violation,returned_to_compliance_flag,open_violation_flag,violation_trend_direction,compliance_risk_component
OH5833512,0,0,0,0,0,0,0.0,8847.0,False,False,stable_or_none,0.0
OH5833612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5833712,0,0,0,0,0,0,0.0,2528.0,False,False,stable_or_none,0.0
OH5833812,0,0,0,0,0,0,0.0,2516.0,False,False,stable_or_none,0.0
OH5833912,0,0,0,0,0,0,0.0,7203.0,False,False,stable_or_none,0.0
OH5834014,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5834112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5834212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5834319,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5834412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5834512,0,0,0,0,0,0,0.0,11313.0,False,False,stable_or_none,0.0
OH5834611,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5834614,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5834622,0,0,0,0,0,0,0.0,4920.0,False,False,stable_or_none,0.0
OH5834712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5834812,0,0,0,0,0,0,0.0,9486.0,False,False,stable_or_none,0.0
OH5834912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5835012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5835118,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5835218,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5835311,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5835312,0,0,0,0,0,0,0.0,8756.0,False,False,stable_or_none,0.0
OH5835412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5835512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5835612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5835712,0,0,0,0,0,0,0.0,9577.0,False,False,stable_or_none,0.0
OH5835812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5835912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5836012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5836112,0,0,0,0,0,0,0.0,5469.0,False,False,stable_or_none,0.0
OH5836212,0,0,0,0,0,0,0.0,12682.0,False,False,stable_or_none,0.0
OH5836308,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5836412,0,0,0,0,0,0,0.0,8482.0,False,False,stable_or_none,0.0
OH5836512,0,0,0,0,0,0,0.0,5742.0,False,False,stable_or_none,0.0
OH5836612,1,2,3,0,2,0,55.0,355.0,True,False,increasing,29.75
OH5836712,0,0,0,0,0,0,0.0,7021.0,False,False,stable_or_none,0.0
OH5836713,0,0,0,0,0,0,0.0,4008.0,False,False,stable_or_none,0.0
OH5836716,0,1,2,1,0,0,85.0,781.0,True,False,stable_or_none,38.25
OH5900012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5900112,0,1,2,0,1,0,35.0,871.0,False,True,stable_or_none,36.75
OH5900212,0,0,0,0,0,0,0.0,12043.0,False,False,stable_or_none,0.0
OH5900312,0,0,0,0,0,0,0.0,12955.0,False,False,stable_or_none,0.0
OH5900412,0,0,0,0,0,0,0.0,4464.0,False,False,stable_or_none,0.0
OH5900512,0,0,0,0,0,0,0.0,5864.0,False,False,stable_or_none,0.0
OH5900612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5900712,0,1,1,0,0,0,25.0,689.0,True,False,increasing,11.25
OH5900812,0,0,0,0,0,0,0.0,8299.0,False,False,stable_or_none,0.0
OH5900903,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5901012,0,0,0,0,0,0,0.0,9486.0,False,False,stable_or_none,0.0
OH5901103,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5930012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5930112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5930212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5930312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5930412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5930512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5930612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5930712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5930812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5930912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5931012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5931112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5931212,0,0,0,0,0,0,0.0,10217.0,False,False,stable_or_none,0.0
OH5931312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5931412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5931512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5931612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5931712,0,0,0,0,0,0,0.0,9121.0,False,False,stable_or_none,0.0
OH5931812,0,0,0,0,0,0,0.0,4464.0,False,False,stable_or_none,0.0
OH5931912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5932012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5932112,0,0,0,0,0,0,0.0,9852.0,False,False,stable_or_none,0.0
OH5932212,0,0,0,0,0,0,0.0,6290.0,False,False,stable_or_none,0.0
OH5932312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5932412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5932512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5932612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5932712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5932812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5932912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5933012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5933112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5933212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5933312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5933412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5933512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5933612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5933712,0,0,0,0,0,0,0.0,11678.0,False,False,stable_or_none,0.0
OH5933812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5933912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5934012,0,0,0,0,0,0,0.0,12621.0,False,False,stable_or_none,0.0
OH5934112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5934212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5934312,0,0,0,0,0,0,0.0,10217.0,False,False,stable_or_none,0.0
OH5934412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5934512,0,0,0,0,0,0,0.0,7111.0,False,False,stable_or_none,0.0
OH5934612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5934712,0,0,0,0,0,0,0.0,7021.0,False,False,stable_or_none,0.0
OH5934812,0,0,0,0,0,0,0.0,9212.0,False,False,stable_or_none,0.0
OH5934912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5935012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5935112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5935212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5935312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5935512,0,0,0,0,0,0,0.0,10582.0,False,False,stable_or_none,0.0
OH5935612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5935712,0,2,2,0,1,0,35.0,772.0,False,True,increasing,41.75
OH5935812,0,2,2,0,1,0,35.0,772.0,False,True,increasing,41.75
OH5935912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5936012,0,0,0,0,0,0,0.0,10855.0,False,False,stable_or_none,0.0
OH5936112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5936212,0,0,0,0,0,0,0.0,10855.0,False,False,stable_or_none,0.0
OH5936312,0,0,0,0,0,0,0.0,10947.0,False,False,stable_or_none,0.0
OH5936412,0,0,0,0,0,0,0.0,3733.0,False,False,stable_or_none,0.0
OH5936512,0,0,0,0,0,0,0.0,12043.0,False,False,stable_or_none,0.0
OH5936612,0,0,0,0,0,0,0.0,11221.0,False,False,stable_or_none,0.0
OH5936712,0,0,0,0,0,0,0.0,2859.0,False,False,stable_or_none,0.0
OH5936812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5936912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5937012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5937112,0,0,0,0,0,0,0.0,11129.0,False,False,stable_or_none,0.0
OH5937212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5937312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5937412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5937512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5937612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5937712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5937812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5937912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5938012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5938112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5938212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5938312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5938412,0,0,0,0,0,0,0.0,5254.0,False,False,stable_or_none,0.0
OH5938512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5938612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5938712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5938812,0,0,0,0,0,0,0.0,11038.0,False,False,stable_or_none,0.0
OH5938912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5939012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5939112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5939212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5939312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5939412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5939512,0,0,0,0,0,0,0.0,12134.0,False,False,stable_or_none,0.0
OH5939612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5939712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5939812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5939912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5940012,0,0,0,0,0,0,0.0,7660.0,False,False,stable_or_none,0.0
OH5940112,0,0,0,0,0,0,0.0,11678.0,False,False,stable_or_none,0.0
OH5940212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5940312,0,0,0,0,0,0,0.0,12621.0,False,False,stable_or_none,0.0
OH5940412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5940512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5940612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5940712,0,0,0,0,0,0,0.0,12590.0,False,False,stable_or_none,0.0
OH5940812,0,0,0,0,0,0,0.0,12043.0,False,False,stable_or_none,0.0
OH5940912,0,0,0,0,0,0,0.0,12043.0,False,False,stable_or_none,0.0
OH5941012,0,0,0,0,0,0,0.0,11221.0,False,False,stable_or_none,0.0
OH5941112,0,0,0,0,0,0,0.0,5011.0,False,False,stable_or_none,0.0
OH5941222,0,0,0,0,0,0,0.0,2638.0,False,False,stable_or_none,0.0
OH5941312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5941412,0,0,0,0,0,0,0.0,4281.0,False,False,stable_or_none,0.0
OH5941512,0,0,0,0,0,0,0.0,9852.0,False,False,stable_or_none,0.0
OH5941612,0,0,0,0,0,0,0.0,10308.0,False,False,stable_or_none,0.0
OH5941712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5941812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5941912,0,0,0,0,0,0,0.0,4919.0,False,False,stable_or_none,0.0
OH5942012,0,0,0,0,0,0,0.0,4919.0,False,False,stable_or_none,0.0
OH5942112,0,0,0,0,0,0,0.0,6655.0,False,False,stable_or_none,0.0
OH5942212,0,1,1,0,1,0,55.0,994.0,False,False,increasing,21.75
OH5942312,0,0,0,0,0,0,0.0,3642.0,False,False,stable_or_none,0.0
OH5942412,0,0,0,0,0,0,0.0,6380.0,False,False,stable_or_none,0.0
OH5942512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5942612,0,0,0,0,0,0,0.0,3037.0,False,False,stable_or_none,0.0
OH5942712,0,0,0,0,0,0,0.0,1907.0,False,False,stable_or_none,0.0
OH5942713,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5942714,0,0,0,0,0,0,0.0,2626.0,False,False,stable_or_none,0.0
OH5942715,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH5942716,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6000012,0,0,0,0,0,0,0.0,9333.0,False,False,stable_or_none,0.0
OH6000112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6000212,0,1,1,0,0,0,25.0,549.0,False,True,increasing,31.25
OH6000303,2,5,6,1,2,2,85.0,186.0,True,True,increasing,92.25
OH6000315,0,0,0,0,0,0,0.0,13685.0,False,False,stable_or_none,0.0
OH6000412,0,1,1,0,0,0,25.0,550.0,True,False,increasing,11.25
OH6000503,0,0,0,0,0,0,0.0,3642.0,False,False,stable_or_none,0.0
OH6000612,1,3,4,0,0,3,25.0,234.0,True,True,increasing,53.25
OH6000712,0,0,0,0,0,0,0.0,15238.0,False,False,stable_or_none,0.0
OH6000715,0,0,0,0,0,0,0.0,12924.0,False,False,stable_or_none,0.0
OH6000812,0,0,0,0,0,0,0.0,8847.0,False,False,stable_or_none,0.0
OH6000912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6001012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6001112,0,0,0,0,0,0,0.0,8998.0,False,False,stable_or_none,0.0
OH6001212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6001312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6001411,2,10,19,8,1,17,90.0,263.0,True,True,increasing,100.0
OH6001512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6001612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6001711,1,1,2,0,1,0,35.0,354.0,False,True,stable_or_none,36.75
OH6001812,0,0,0,0,0,0,0.0,9637.0,False,False,stable_or_none,0.0
OH6001912,1,1,1,0,1,0,35.0,354.0,False,True,increasing,36.75
OH6002012,0,0,0,0,0,0,0.0,9790.0,False,False,stable_or_none,0.0
OH6002112,2,3,3,0,2,2,35.0,235.0,True,True,increasing,57.75
OH6002212,0,0,0,0,0,0,0.0,5041.0,False,False,stable_or_none,0.0
OH6002312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6002412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6002512,0,0,0,0,0,0,0.0,5864.0,False,False,stable_or_none,0.0
OH6002612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6002712,0,0,0,0,0,0,0.0,2394.0,False,False,stable_or_none,0.0
OH6002812,0,0,0,0,0,0,0.0,4738.0,False,False,stable_or_none,0.0
OH6002903,0,0,0,0,0,0,0.0,3642.0,False,False,stable_or_none,0.0
OH6003003,0,0,0,0,0,0,0.0,8391.0,False,False,stable_or_none,0.0
OH6003103,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6003203,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6030012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6030112,0,0,0,0,0,0,0.0,9852.0,False,False,stable_or_none,0.0
OH6030212,0,0,0,0,0,0,0.0,10125.0,False,False,stable_or_none,0.0
OH6030312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6030412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6030512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6030612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6030712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6030812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6030912,0,0,0,0,0,0,0.0,9121.0,False,False,stable_or_none,0.0
OH6031012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6031112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6031212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6031319,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6031412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6031512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6031612,0,0,0,0,0,0,0.0,12774.0,False,False,stable_or_none,0.0
OH6031712,0,0,0,0,0,0,0.0,8664.0,False,False,stable_or_none,0.0
OH6031812,0,0,0,0,0,0,0.0,6930.0,False,False,stable_or_none,0.0
OH6031912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6032012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6032112,0,0,0,0,0,0,0.0,9577.0,False,False,stable_or_none,0.0
OH6032212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6032312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6032412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6032512,0,0,0,0,0,0,0.0,12865.0,False,False,stable_or_none,0.0
OH6032612,0,0,0,0,0,0,0.0,10490.0,False,False,stable_or_none,0.0
OH6032712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6032812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6032912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6033012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6033112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6033212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6033312,0,0,0,0,0,0,0.0,3642.0,False,False,stable_or_none,0.0
OH6033412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6033512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6033612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6033712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6033812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6033912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6034012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6034112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6034212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6034312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6034412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6034512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6034612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6034712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6034812,0,0,0,0,0,0,0.0,7203.0,False,False,stable_or_none,0.0
OH6034912,0,0,0,0,0,0,0.0,8025.0,False,False,stable_or_none,0.0
OH6035012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6035112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6035212,0,0,0,0,0,0,0.0,9577.0,False,False,stable_or_none,0.0
OH6035312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6035412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6035512,0,0,0,0,0,0,0.0,10855.0,False,False,stable_or_none,0.0
OH6035612,0,2,2,0,1,0,55.0,1002.0,True,True,increasing,46.75
OH6035712,0,0,0,0,0,0,0.0,9668.0,False,False,stable_or_none,0.0
OH6035812,0,0,0,0,0,0,0.0,6930.0,False,False,stable_or_none,0.0
OH6035912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6036012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6036112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6036212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6036312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6036412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6036512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6036612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6036712,0,0,0,0,0,0,0.0,3916.0,False,False,stable_or_none,0.0
OH6036812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6036912,0,0,0,0,0,0,0.0,12224.0,False,False,stable_or_none,0.0
OH6037012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6037112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6037212,0,0,0,0,0,0,0.0,4646.0,False,False,stable_or_none,0.0
OH6037312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6037412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6037512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6037612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6037712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6037812,0,0,0,0,0,0,0.0,10217.0,False,False,stable_or_none,0.0
OH6037912,1,4,5,0,2,2,55.0,355.0,True,False,increasing,47.75
OH6038012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6038112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6038212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6038312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6038412,0,0,0,0,0,0,0.0,7660.0,False,False,stable_or_none,0.0
OH6038512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6038612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6038712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6038812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6038912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6039011,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6039112,0,0,0,0,0,0,0.0,10582.0,False,False,stable_or_none,0.0
OH6039212,0,0,0,0,0,0,0.0,10490.0,False,False,stable_or_none,0.0
OH6039312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6039412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6039512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6039612,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6039712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6039812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6039912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6040012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6040112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6040212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6040312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6040412,0,0,0,0,0,0,0.0,6930.0,False,False,stable_or_none,0.0
OH6040512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6040612,0,0,0,0,0,0,0.0,10459.0,False,False,stable_or_none,0.0
OH6040712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6040812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6040912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6041012,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6041112,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6041212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6041312,0,0,0,0,0,0,0.0,10855.0,False,False,stable_or_none,0.0
OH6041412,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6041511,0,0,0,0,0,0,0.0,7660.0,False,False,stable_or_none,0.0
OH6041512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6041612,0,0,0,0,0,0,0.0,9121.0,False,False,stable_or_none,0.0
OH6041712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6041812,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6041912,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6042012,0,0,0,0,0,0,0.0,11221.0,False,False,stable_or_none,0.0
OH6042112,0,0,0,0,0,0,0.0,9121.0,False,False,stable_or_none,0.0
OH6042212,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6042312,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6042412,0,0,0,0,0,0,0.0,10947.0,False,False,stable_or_none,0.0
OH6042512,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6042612,0,0,0,0,0,0,0.0,13604.0,False,False,stable_or_none,0.0
OH6042712,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6042812,0,0,0,0,0,0,0.0,3368.0,False,False,stable_or_none,0.0
OH6042912,0,0,0,0,0,0,0.0,3825.0,False,False,stable_or_none,0.0
OH6043008,0,0,0,0,0,0,0.0,,False,False,stable_or_none,0.0
OH6043112,0,0,2,0,0,0,55.0,1316.0,True,False,decreasing,13.75
OH6043212,0,0,0,0,0,0,0.0,10217.0,False,False,stable_or_none,0.0
OH6043312,0,0,0,0,0,0,0.0,11313.0,False,False,stable_or_none,0.0
OH6043412,0,0,0,0,0,0,0.0,7021.0,False,False,stable_or_none,0.0
