pwsid,score_asof,static_only,compliance_asof,enforcement_asof,prior36_violations,prior36_health,outcome,population_served
OH7632122,26.882864150943398,22.007864150943398,13.75,5,0,0,1,30
OH2876934,60.61741886792453,17.19241886792453,94.75,100,6,0,0,63
OH2300112,33.284554716981134,16.559554716981133,39.25,33,1,0,0,2995
OH1950112,32.067571698113206,22.092571698113208,21.75,23,1,0,0,200
OH4701803,27.095967924528303,16.220967924528303,24.75,23,2,0,0,73125
OH4135212,35.91607641509434,25.94107641509434,21.75,23,1,0,0,60
OH6202603,26.175,20.1,8.75,23,0,0,0,4400
OH1250112,43.85357735849056,28.553577358490564,39.5,23,1,1,0,30
OH6780512,21.772271698113208,21.772271698113208,0.0,0,0,0,1,48
OH1800212,37.055233962264154,23.48023396226415,31.25,28,1,0,0,4991
OH8637912,35.840272641509436,25.865272641509435,21.75,23,1,0,0,60
OH1246112,48.72857735849057,28.553577358490564,46.75,41,2,0,0,280
OH7700312,24.505294339622644,24.505294339622644,0.0,0,0,0,0,138
OH7702212,24.505294339622644,24.505294339622644,0.0,0,0,0,0,100
OH7705312,24.505294339622644,24.505294339622644,0.0,0,0,0,0,155
OH5137012,39.37956037735849,29.40456037735849,21.75,23,1,0,0,100
OH5143412,39.37956037735849,29.40456037735849,21.75,23,1,0,0,30
OH1201412,55.82857735849056,29.053577358490564,63.75,51,2,0,0,234
OH5260920,31.371037735849054,15.396037735849056,37.75,31,3,0,0,25
OH7041512,25.732411320754718,25.732411320754718,0.0,0,0,0,0,95
OH7044112,25.732411320754718,25.732411320754718,0.0,0,0,0,0,154
OH7056912,43.207411320754716,25.732411320754718,46.75,23,2,0,0,40
OH3401103,40.344215094339624,24.069215094339626,36.25,36,2,0,0,595
OH0235412,48.821000000000005,35.846000000000004,29.25,28,1,0,0,190
OH0447017,51.065596226415096,31.6405962264151,46.75,36,2,0,0,200
OH6531212,22.3354,22.3354,0.0,0,0,0,0,70
OH8601012,57.19027264150943,26.365272641509435,78.25,49,2,1,0,345
OH7951612,36.776320754716984,24.401320754716984,29.75,23,1,0,0,50
OH1800111,43.73023396226415,20.48023396226415,55.5,44,2,0,0,18789
OH6001711,36.306712264150946,23.481712264150943,31.25,23,1,0,0,2491
OH0301112,44.36947547169811,21.794475471698114,52.25,46,2,0,0,150
OH7400812,49.89161132075472,24.616611320754718,57.25,54,3,0,0,550
OH3946412,37.35334716981132,23.25334716981132,30.5,33,1,0,0,62
OH5139812,44.32956037735849,29.40456037735849,26.75,46,1,0,0,180
OH7700026,33.980294339622645,24.005294339622644,21.75,23,1,0,0,25
OH7788412,33.980294339622645,24.005294339622644,21.75,23,1,0,0,40
OH7006012,34.85741132075472,26.232411320754718,26.25,5,0,0,0,411
OH0801203,34.327132075471695,20.077132075471695,24.5,46,2,0,0,1300
OH7300303,32.7387,24.1137,26.25,5,0,0,0,8861
OH6942412,54.479,24.704,69.75,59,3,0,0,25
OH2868812,30.76741886792453,17.19241886792453,33.75,23,0,0,0,50
OH4102811,19.44107641509434,19.44107641509434,0.0,0,0,0,0,5676
OH5600412,44.54616603773585,23.17116603773585,49.75,43,1,0,0,1620
OH1244812,38.528577358490566,28.553577358490564,21.75,23,1,0,0,72
OH3946912,42.42834716981132,23.75334716981132,44.25,36,2,0,0,235
OH0700315,55.32260849056603,23.747608490566037,71.75,67,4,0,0,400
OH8136512,25.398,25.398,0.0,0,0,0,0,74
OH8137412,25.398,25.398,0.0,0,0,0,0,84
OH8752812,45.274,18.124000000000002,71.5,38,1,1,0,19758
OH0500512,32.6597358490566,24.034735849056606,26.25,5,0,0,0,1428
OH7000412,36.80741132075472,23.232411320754718,31.25,28,1,0,0,940
OH1564112,47.889232075471696,25.3142320754717,54.75,41,2,0,0,25
OH3248617,34.233,27.708,21.75,0,1,0,0,30
OH7630612,26.882864150943398,22.007864150943398,13.75,5,0,0,0,200
OH1500312,38.6892320754717,18.8142320754717,44.25,44,2,0,0,6727
OH2504303,40.45299245283019,28.67799245283019,34.25,10,0,0,0,151
OH0435412,48.815596226415096,31.6405962264151,41.75,31,2,0,0,40
OH0435512,49.565596226415096,31.6405962264151,41.75,36,2,0,0,120
OH2803512,49.267418867924526,17.69241886792453,71.75,67,4,0,0,250
OH6702812,22.99727169811321,15.272271698113208,16.75,18,1,0,1,8606
OH3736612,25.167890566037734,25.167890566037734,0.0,0,0,0,0,90
OH3738912,44.59289056603774,25.167890566037734,46.75,36,2,0,0,60
OH3740523,31.692890566037732,25.167890566037734,21.75,0,1,0,0,50
OH5055024,37.54213962264151,27.56713962264151,21.75,23,1,0,0,57
OH2350812,19.059554716981133,19.059554716981133,0.0,0,0,0,1,49
OH6703012,51.29727169811321,22.272271698113208,64.75,64,3,0,0,234
OH2550712,63.27799245283019,28.17799245283019,91.5,51,2,1,0,120
OH4243912,40.63457735849057,21.209577358490566,46.75,36,2,0,0,215
OH4801612,44.385000000000005,31.560000000000002,31.25,23,1,0,0,5200
OH2901112,18.264547169811323,11.889547169811323,13.75,15,0,0,1,9475
OH3536012,60.354,26.454,88.5,49,4,2,0,150
OH1546612,54.1892320754717,25.3142320754717,67.75,57,3,0,0,60
OH6205111,30.925,24.1,11.25,23,1,0,0,2288
OH8100312,49.522999999999996,22.898,38.75,100,1,0,0,576
OH5430112,24.945999999999998,24.945999999999998,0.0,0,0,0,0,53
OH5433112,34.921,24.945999999999998,21.75,23,1,0,0,220
OH5437312,34.921,24.945999999999998,21.75,23,1,0,0,128
OH5438712,24.945999999999998,24.945999999999998,0.0,0,0,0,0,75
OH5442012,24.945999999999998,24.945999999999998,0.0,0,0,0,0,200
OH5935812,18.17810566037736,18.17810566037736,0.0,0,0,0,0,200
OH1501412,29.6392320754717,22.8142320754717,11.25,23,1,0,0,1833
OH3054212,37.59129339622641,26.566293396226413,36.75,0,1,0,0,54
OH7802512,35.46756981132076,26.842569811320757,26.25,5,0,0,0,58
OH5049312,46.24213962264151,27.56713962264151,46.75,31,2,0,0,160
OH6001912,32.10671226415094,23.481712264150943,26.25,5,0,0,0,974
OH6704812,37.19727169811321,19.272271698113208,43.25,33,1,0,0,1777
OH4232312,26.084577358490566,21.209577358490566,13.75,5,0,0,0,110
OH4651012,20.14624716981132,20.14624716981132,0.0,0,0,0,0,50
OH4600112,32.321247169811315,10.646247169811321,51.75,41,2,0,0,13249
OH7005112,39.80741132075472,26.232411320754718,31.25,28,1,0,0,200
OH2554703,28.17799245283019,28.17799245283019,0.0,0,0,0,0,200
OH2554803,28.17799245283019,28.17799245283019,0.0,0,0,0,0,175
OH1563712,44.7392320754717,25.3142320754717,42.75,44,3,0,0,100
OH8601312,23.365272641509435,23.365272641509435,0.0,0,0,0,0,1449
OH6944612,24.704,24.704,0.0,0,0,0,0,70
OH2876916,28.81741886792453,17.19241886792453,33.75,10,0,0,0,135
OH5732612,55.82078867924528,28.895788679245285,66.75,46,2,0,0,100
OH5736512,46.82078867924528,28.895788679245285,41.75,36,2,0,0,200
OH7200311,19.895584905660378,19.895584905660378,0.0,0,0,0,0,18319
OH3054312,26.566293396226413,26.566293396226413,0.0,0,0,0,0,150
OH2347812,29.034554716981134,19.059554716981133,21.75,23,1,0,0,30
OH7801012,35.46756981132076,26.842569811320757,26.25,5,0,0,0,69
OH1200703,41.278577358490566,26.053577358490564,36.75,28,1,0,0,3008
OH7842312,65.71756981132076,26.342569811320757,98.25,66,1,1,0,33
OH7053212,25.732411320754718,25.732411320754718,0.0,0,0,0,0,70
OH1636512,59.90490566037736,28.554905660377358,72.5,64,3,1,0,68
OH8300012,27.677158490566036,16.50215849056604,21.75,31,1,0,0,90
OH2201111,27.068200943396228,24.443200943396228,8.75,0,0,0,0,3125
OH5055031,27.56713962264151,27.56713962264151,0.0,0,0,0,0,160
OH8601912,34.990272641509435,26.365272641509435,26.25,5,0,0,0,225
OH7930612,24.401320754716984,24.401320754716984,0.0,0,0,0,0,140
OH0400212,44.41559622641509,25.140596226415095,41.25,46,3,0,0,6009
OH2870012,17.19241886792453,17.19241886792453,0.0,0,0,0,0,55
OH5100312,61.32956037735849,26.90456037735849,64.75,100,3,0,0,800
OH4557812,58.89567830188679,20.270678301886793,79.75,98,6,0,0,145
OH1501212,70.3142320754717,25.3142320754717,100.0,100,9,0,0,35
OH4601912,44.871247169811326,17.64624716981132,62.75,56,2,0,0,600
OH7534412,51.1619,19.8869,75.75,57,4,0,0,75
OH4940512,53.251999056603765,19.276999056603774,75.75,75,5,0,0,287
OH8701412,44.699,28.124000000000002,32.25,46,2,0,0,181
OH8703812,40.799,28.124000000000002,24.25,36,2,0,0,414
OH3135012,41.81665283018868,26.89165283018868,38.25,23,1,1,0,125
OH5701212,28.020788679245285,19.395788679245285,26.25,5,0,0,0,19790
OH8131212,42.123000000000005,25.398,41.75,28,2,0,0,100
OH4700911,19.220967924528303,19.220967924528303,0.0,0,0,0,1,8600
OH5600503,41.096166037735856,23.17116603773585,43.25,33,1,0,0,2500
OH2300212,49.634554716981135,16.559554716981133,72.75,75,5,0,0,1425
OH3700103,27.542890566037734,22.667890566037734,13.75,5,0,0,0,910
OH2353317,33.98455471698113,19.059554716981133,38.25,23,1,1,0,175
OH7700024,24.005294339622644,24.005294339622644,0.0,0,0,0,0,220
OH7759312,24.005294339622644,24.005294339622644,0.0,0,0,0,0,100
OH7770412,28.880294339622644,24.005294339622644,13.75,5,0,0,0,30
OH7795612,24.005294339622644,24.005294339622644,0.0,0,0,0,0,201
OH7799943,30.530294339622642,24.005294339622644,21.75,0,1,0,0,46
OH7799971,24.005294339622644,24.005294339622644,0.0,0,0,0,0,150
OH7674212,50.1328641509434,22.007864150943398,67.75,52,4,0,0,140
OH1901212,37.51757169811321,19.592571698113208,43.25,33,1,0,0,1650
OH2939612,33.76454716981132,18.389547169811323,34.75,33,2,0,0,152
OH2945712,31.814547169811323,18.389547169811323,26.75,36,2,0,0,40
OH8702412,51.899,28.124000000000002,54.75,49,3,0,0,272
OH2300712,61.48455471698113,19.559554716981133,89.75,100,4,0,0,190
OH8137012,40.173,25.398,29.75,39,1,0,0,33
OH0100303,37.900492452830186,26.125492452830187,34.25,10,0,0,0,944
OH6742512,59.04727169811321,21.772271698113208,88.25,72,4,1,0,50
OH5135512,46.12956037735849,29.40456037735849,37.75,36,2,0,0,40
OH7602012,22.507864150943398,22.507864150943398,0.0,0,0,0,0,225
OH7256912,35.92058490566038,29.395584905660378,21.75,0,1,0,0,0
OH6800812,44.43564528301887,13.310645283018868,67.75,72,4,0,0,1800
OH3400112,47.694215094339626,27.069215094339626,48.25,41,2,0,0,483
OH8641912,38.84027264150943,22.865272641509435,32.75,41,2,0,1,1100
OH2903612,24.714547169811322,11.889547169811323,31.25,23,1,0,0,4000
OH2331012,44.63455471698113,19.059554716981133,61.25,48,1,0,0,50
OH2331712,51.08455471698113,19.059554716981133,74.75,64,3,0,0,181
OH7799931,50.78029433962264,24.005294339622644,62.25,54,2,0,0,125
OH0346119,32.919475471698114,21.294475471698114,33.75,10,0,0,0,80
OH0634712,30.14366320754717,23.618663207547172,21.75,0,1,0,0,75
OH5553614,33.286264150943396,17.311264150943394,39.25,28,1,0,0,198
OH8545712,33.57454433962264,23.599544339622643,21.75,23,1,0,0,429
OH8548812,23.599544339622643,23.599544339622643,0.0,0,0,0,0,100
OH8550412,23.599544339622643,23.599544339622643,0.0,0,0,0,0,120
OH8555712,23.599544339622643,23.599544339622643,0.0,0,0,0,0,150
OH8564718,23.599544339622643,23.599544339622643,0.0,0,0,0,0,200
OH8564735,23.599544339622643,23.599544339622643,0.0,0,0,0,0,180
OH0339512,30.519475471698115,21.294475471698114,21.75,18,1,0,0,90
OH0600512,34.09366320754717,21.118663207547172,18.75,49,2,0,0,3034
OH0400803,29.640596226415095,22.140596226415095,22.5,5,0,0,0,14757
OH3830212,33.447045283018866,23.47204528301887,21.75,23,1,0,0,150
OH3843812,35.847045283018865,23.47204528301887,29.75,23,1,0,0,130
OH3846212,33.59704528301887,23.47204528301887,28.75,10,0,0,0,96
OH3847012,23.47204528301887,23.47204528301887,0.0,0,0,0,0,75
OH2201511,20.068200943396228,17.443200943396228,6.25,5,0,0,0,10594
OH4643812,20.14624716981132,20.14624716981132,0.0,0,0,0,0,45
OH8564412,39.42454433962264,23.599544339622643,34.75,36,3,0,0,100
OH4900812,51.051999056603776,16.776999056603774,80.75,67,4,0,0,2059
OH1530812,25.3142320754717,25.3142320754717,0.0,0,0,0,0,58
OH2875412,28.667418867924532,17.19241886792453,38.25,0,1,1,0,130
OH5400612,41.120999999999995,22.445999999999998,44.25,36,2,0,0,628
OH7248412,45.44558490566038,29.395584905660378,39.5,28,1,1,0,150
OH7444212,67.16661132075471,27.116611320754718,83.5,100,2,1,0,65
OH6402503,32.63740377358491,23.262403773584907,26.25,10,0,0,0,450
OH3946512,23.25334716981132,23.25334716981132,0.0,0,0,0,0,98
OH3800512,23.97204528301887,23.97204528301887,0.0,0,0,0,0,315
OH3740525,35.142890566037735,25.167890566037734,21.75,23,1,0,0,25
OH2872412,17.19241886792453,17.19241886792453,0.0,0,0,0,0,50
OH7841412,26.342569811320757,26.342569811320757,0.0,0,0,0,0,112
OH3831012,51.14704528301887,23.47204528301887,66.75,51,2,0,0,174
OH4102712,45.11607641509434,23.44107641509434,51.75,41,2,0,0,1372
OH6400503,38.937403773584904,20.262403773584907,44.25,36,2,0,0,652
OH0430012,31.6405962264151,31.6405962264151,0.0,0,0,0,0,40
OH7501312,44.311899999999994,20.3869,46.25,67,4,0,0,56
OH7501512,44.311899999999994,20.3869,46.25,67,4,0,0,83
OH7436912,39.79161132075472,27.116611320754718,26.75,31,2,0,0,53
OH2830712,42.91741886792453,17.19241886792453,53.75,64,3,0,0,230
OH2832912,57.917418867924525,17.19241886792453,91.75,88,5,0,0,75
OH3100712,32.41665283018868,24.39165283018868,26.75,0,2,0,0,2500
OH7838812,41.867569811320756,26.342569811320757,29.75,44,2,0,0,177
OH2930912,18.389547169811323,18.389547169811323,0.0,0,0,0,0,43
OH5502203,25.486264150943395,14.311264150943396,19.25,36,1,0,0,526
OH4800012,38.06,38.06,0.0,0,0,0,0,90
OH4800212,38.06,38.06,0.0,0,0,0,0,119
OH4800312,38.06,38.06,0.0,0,0,0,0,9
OH4800412,38.06,38.06,0.0,0,0,0,0,200
OH4800512,38.06,38.06,0.0,0,0,0,0,24
OH4800712,38.06,38.06,0.0,0,0,0,0,207
OH4800812,38.06,38.06,0.0,0,0,0,0,80
OH4801112,38.06,38.06,0.0,0,0,0,0,291
OH4801212,38.06,38.06,0.0,0,0,0,0,120
OH4801712,38.06,38.06,0.0,0,0,0,0,80
OH4830012,38.06,38.06,0.0,0,0,0,0,75
OH4830112,38.06,38.06,0.0,0,0,0,0,56
OH4830212,38.06,38.06,0.0,0,0,0,0,44
OH4830312,38.06,38.06,0.0,0,0,0,0,59
OH4830412,38.06,38.06,0.0,0,0,0,0,487
OH4830512,38.06,38.06,0.0,0,0,0,0,100
OH4830612,38.06,38.06,0.0,0,0,0,0,60
OH4830812,38.06,38.06,0.0,0,0,0,0,225
OH4831012,38.06,38.06,0.0,0,0,0,0,25
OH4831112,38.06,38.06,0.0,0,0,0,0,25
OH4831212,38.06,38.06,0.0,0,0,0,0,56
OH4831312,38.06,38.06,0.0,0,0,0,0,30
OH4831412,38.06,38.06,0.0,0,0,0,0,63
OH4831512,38.06,38.06,0.0,0,0,0,0,151
OH4831612,38.06,38.06,0.0,0,0,0,0,30
OH4831712,38.06,38.06,0.0,0,0,0,0,100
OH4831812,38.06,38.06,0.0,0,0,0,0,195
OH4831912,38.06,38.06,0.0,0,0,0,0,51
OH4832012,38.06,38.06,0.0,0,0,0,0,40
OH4832112,38.06,38.06,0.0,0,0,0,0,30
OH4832212,38.06,38.06,0.0,0,0,0,0,30
OH4832312,38.06,38.06,0.0,0,0,0,0,100
OH4832412,38.06,38.06,0.0,0,0,0,0,29
OH4832512,38.06,38.06,0.0,0,0,0,0,48
OH4832612,38.06,38.06,0.0,0,0,0,0,30
OH4832712,38.06,38.06,0.0,0,0,0,0,70
OH4832812,38.06,38.06,0.0,0,0,0,0,60
OH4832912,38.06,38.06,0.0,0,0,0,0,26
OH4833212,38.06,38.06,0.0,0,0,0,0,100
OH4833312,38.06,38.06,0.0,0,0,0,0,102
OH4833512,38.06,38.06,0.0,0,0,0,0,100
OH4833612,38.06,38.06,0.0,0,0,0,0,32
OH4833712,38.06,38.06,0.0,0,0,0,0,28
OH4833812,38.06,38.06,0.0,0,0,0,0,72
OH4833912,38.06,38.06,0.0,0,0,0,0,25
OH4834012,38.06,38.06,0.0,0,0,0,0,25
OH4834112,38.06,38.06,0.0,0,0,0,0,150
OH4834212,38.06,38.06,0.0,0,0,0,0,40
OH4834312,38.06,38.06,0.0,0,0,0,0,40
OH4834512,38.06,38.06,0.0,0,0,0,0,25
OH4834612,38.06,38.06,0.0,0,0,0,0,50
OH4834712,38.06,38.06,0.0,0,0,0,0,470
OH4834812,38.06,38.06,0.0,0,0,0,0,278
OH4834912,38.06,38.06,0.0,0,0,0,0,105
OH4835012,38.06,38.06,0.0,0,0,0,0,44
OH4835112,38.06,38.06,0.0,0,0,0,0,25
OH4835212,38.06,38.06,0.0,0,0,0,0,250
OH4835312,38.06,38.06,0.0,0,0,0,0,375
OH4835412,38.06,38.06,0.0,0,0,0,0,175
OH4835512,38.06,38.06,0.0,0,0,0,0,218
OH4835612,38.06,38.06,0.0,0,0,0,0,100
OH4835712,38.06,38.06,0.0,0,0,0,0,40
OH4835812,38.06,38.06,0.0,0,0,0,0,25
OH4835912,38.06,38.06,0.0,0,0,0,0,40
OH4836012,38.06,38.06,0.0,0,0,0,0,75
OH4836112,38.06,38.06,0.0,0,0,0,0,275
OH4836212,38.06,38.06,0.0,0,0,0,0,25
OH4836312,38.06,38.06,0.0,0,0,0,0,180
OH4836412,38.06,38.06,0.0,0,0,0,0,51
OH4836512,38.06,38.06,0.0,0,0,0,0,130
OH4836712,38.06,38.06,0.0,0,0,0,0,90
OH4836812,38.06,38.06,0.0,0,0,0,0,150
OH4836912,38.06,38.06,0.0,0,0,0,0,40
OH4837012,38.06,38.06,0.0,0,0,0,0,60
OH4837112,38.06,38.06,0.0,0,0,0,0,25
OH4837212,38.06,38.06,0.0,0,0,0,0,40
OH4837312,38.81,38.06,0.0,5,0,0,0,206
OH4837412,38.06,38.06,0.0,0,0,0,0,50
OH4837512,38.06,38.06,0.0,0,0,0,0,50
OH4837912,38.06,38.06,0.0,0,0,0,0,37
OH4838012,38.06,38.06,0.0,0,0,0,0,100
OH4838412,38.06,38.06,0.0,0,0,0,0,50
OH4838512,38.06,38.06,0.0,0,0,0,0,95
OH4838612,42.935,38.06,13.75,5,0,0,0,100
OH4838712,38.06,38.06,0.0,0,0,0,0,100
OH4838812,38.06,38.06,0.0,0,0,0,0,130
OH4838912,38.06,38.06,0.0,0,0,0,0,110
OH4839012,48.035000000000004,38.06,21.75,23,1,0,0,249
OH4839212,38.06,38.06,0.0,0,0,0,0,110
OH4839312,38.06,38.06,0.0,0,0,0,0,130
OH4839412,38.06,38.06,0.0,0,0,0,0,50
OH4839512,38.06,38.06,0.0,0,0,0,0,50
OH4839612,38.06,38.06,0.0,0,0,0,0,80
OH4839712,38.06,38.06,0.0,0,0,0,0,80
OH4839812,38.06,38.06,0.0,0,0,0,0,200
OH4839912,45.335,38.06,21.75,5,0,0,0,35
OH4840012,38.06,38.06,0.0,0,0,0,0,77
OH4840112,38.06,38.06,0.0,0,0,0,0,30
OH4840312,38.06,38.06,0.0,0,0,0,0,75
OH4840412,38.06,38.06,0.0,0,0,0,0,100
OH4840612,46.535000000000004,38.06,16.75,23,1,0,0,95
OH4840712,38.06,38.06,0.0,0,0,0,0,80
OH4840812,38.06,38.06,0.0,0,0,0,0,60
OH4840912,38.06,38.06,0.0,0,0,0,0,40
OH4841012,38.06,38.06,0.0,0,0,0,0,40
OH4841112,38.06,38.06,0.0,0,0,0,0,70
OH4841212,38.06,38.06,0.0,0,0,0,0,40
OH4841312,38.06,38.06,0.0,0,0,0,0,40
OH4841412,38.06,38.06,0.0,0,0,0,0,150
OH4841512,38.06,38.06,0.0,0,0,0,0,40
OH4841612,38.06,38.06,0.0,0,0,0,0,25
OH4841712,38.06,38.06,0.0,0,0,0,0,30
OH4841812,38.06,38.06,0.0,0,0,0,0,65
OH4841912,38.06,38.06,0.0,0,0,0,0,75
OH4842012,38.06,38.06,0.0,0,0,0,0,25
OH4842112,38.06,38.06,0.0,0,0,0,0,62
OH4842212,38.06,38.06,0.0,0,0,0,0,200
OH4842312,38.06,38.06,0.0,0,0,0,0,50
OH4842411,38.06,38.06,0.0,0,0,0,0,290
OH4842612,38.06,38.06,0.0,0,0,0,0,117
OH4842712,38.06,38.06,0.0,0,0,0,0,480
OH4842812,38.06,38.06,0.0,0,0,0,0,169
OH4842912,38.06,38.06,0.0,0,0,0,0,347
OH4843012,38.06,38.06,0.0,0,0,0,0,60
OH4843312,38.06,38.06,0.0,0,0,0,0,30
OH4843412,38.06,38.06,0.0,0,0,0,0,27
OH4843512,38.06,38.06,0.0,0,0,0,0,80
OH4843712,38.06,38.06,0.0,0,0,0,0,440
OH4843912,38.06,38.06,0.0,0,0,0,0,26
OH4844012,38.06,38.06,0.0,0,0,0,0,26
OH4844112,38.06,38.06,0.0,0,0,0,0,26
OH4844212,38.06,38.06,0.0,0,0,0,0,75
OH4844312,38.06,38.06,0.0,0,0,0,0,20
OH4844412,38.06,38.06,0.0,0,0,0,0,19
OH4844512,38.06,38.06,0.0,0,0,0,0,50
OH4844612,38.06,38.06,0.0,0,0,0,0,62
OH4844712,38.06,38.06,0.0,0,0,0,0,76
OH4844812,38.06,38.06,0.0,0,0,0,0,25
OH4845012,38.06,38.06,0.0,0,0,0,0,350
OH4845112,38.06,38.06,0.0,0,0,0,0,75
OH4845212,38.06,38.06,0.0,0,0,0,0,25
OH4845312,38.06,38.06,0.0,0,0,0,0,90
OH4845412,38.06,38.06,0.0,0,0,0,0,31
OH4845512,38.06,38.06,0.0,0,0,0,0,48
OH4845612,38.06,38.06,0.0,0,0,0,0,50
OH4845712,38.81,38.06,0.0,5,0,0,0,150
OH4845812,38.06,38.06,0.0,0,0,0,0,45
OH4846012,38.06,38.06,0.0,0,0,0,0,101
OH4846112,38.06,38.06,0.0,0,0,0,0,150
OH4846314,38.06,38.06,0.0,0,0,0,0,200
OH4846318,38.06,38.06,0.0,0,0,0,0,223
OH5935712,18.17810566037736,18.17810566037736,0.0,0,0,0,0,245
OH5700512,48.07078867924528,29.395788679245285,44.25,36,2,0,0,30
OH1101112,43.83086509433962,18.555865094339623,59.75,49,3,0,0,70
OH7854712,51.46756981132076,23.342569811320757,62.75,62,4,0,0,750
OH5550212,16.811264150943394,16.811264150943394,0.0,0,0,0,1,140
OH0634912,31.343663207547173,20.618663207547172,21.75,28,1,0,0,588
OH1041812,22.855223584905662,22.855223584905662,0.0,0,0,0,0,150
OH4652628,46.321247169811315,20.14624716981132,62.75,49,3,0,0,100
OH5800112,47.970584905660374,23.44558490566038,56.25,51,2,0,0,823
OH6245212,43.325,26.6,37.75,36,2,0,0,75
OH8747612,40.749,27.624000000000002,29.75,28,1,0,0,120
OH2876941,33.24241886792453,17.19241886792453,39.5,28,1,1,0,100
OH7733012,40.730294339622645,24.005294339622644,37.75,36,2,0,0,150
OH7736612,24.005294339622644,24.005294339622644,0.0,0,0,0,0,25
OH7738012,30.530294339622642,24.005294339622644,21.75,0,1,0,0,50
OH2846612,49.21741886792453,17.19241886792453,74.75,64,3,0,0,412
OH3401403,35.54421509433963,24.069215094339626,26.75,23,2,0,0,2370
OH7900912,33.876320754716986,17.901320754716984,39.25,28,1,0,0,3882
OH7770912,56.33029433962265,24.005294339622644,57.75,100,4,0,0,80
OH8503012,33.82454433962265,17.099544339622643,39.25,33,1,0,0,6491
OH1564712,44.739232075471705,25.3142320754717,46.75,36,2,0,0,60
OH1600811,45.02990566037736,29.054905660377358,39.25,28,1,0,0,25
OH3735112,40.46789056603773,25.167890566037734,39.5,23,1,1,0,331
OH6300712,33.399,24.774,26.25,5,0,0,0,1550
OH6789717,28.297271698113207,21.772271698113208,21.75,0,1,0,0,52
OH6789726,41.19727169811321,21.772271698113208,46.75,36,2,0,0,50
OH7605012,29.332864150943397,22.507864150943398,11.25,23,1,0,0,32
OH2804212,53.01741886792453,14.692418867924529,95.25,65,5,2,0,650
OH1631112,55.25490566037736,28.554905660377358,67.5,43,1,1,0,150
OH3740519,45.49289056603773,25.167890566037734,49.75,36,2,0,0,115
OH7136112,52.53287169811321,27.032871698113212,60.5,49,3,1,0,50
OH7677615,58.0828641509434,22.007864150943398,80.25,80,5,1,0,70
OH7934312,34.376320754716986,24.401320754716984,21.75,23,1,0,0,85
OH2864312,23.41741886792453,14.192418867924529,21.75,18,1,0,0,900
OH4504203,40.195678301886794,20.770678301886793,44.25,41,2,0,0,493
OH4637712,40.47124716981132,20.14624716981132,49.75,36,2,0,0,100
